User Name,Time,Tweet,User Location,Retweeted Count,Favorited Count,Replied
Lykrast,2019-11-04 21:14:58, Would have loooooooooved to pick those up but sadly you can only buy them directly for US or Canada. :(,France,0,0,1191460111690207232
PhilipBertrand,2019-11-04 21:14:58,Business investment in Canada is at a 25-year low. Why?  because the Trudeau Liberals are economic illiterates. ,Qu bec,0,0,NaN
steven_lindley,2019-11-04 21:14:58,Know anyone interested in a career in engineering? ;;#DidYouKnow there are three different routes to get in!;;  Techn ,Boston,0,0,NaN
no_nchalant,2019-11-04 21:14:58,We are Twitta University;For:;*Online Social Media Marketing Firm ;*Online Promo;*Event Publicity;*Fun Trends;We dey for y ,near you,0,0,NaN
MNpolite,2019-11-04 21:14:59,One of my favorite places in the world. I NEED to get back there soon. It s just so darn beautiful! Who else has be  ,"Minnesota, USA",0,0,NaN
IamSeerious,2019-11-04 21:14:59,TREASON? ,NaN,0,0,NaN
MMignone89,2019-11-04 21:14:59,  I read day to day with Hope's of him joining the tail end of the western canada trip,NaN,0,0,1191406692229099520
safajarwrites,2019-11-04 21:14:59,Seattle area writers and illustrators! Wanna hang out this weekend? Join   &amp;  as we get ,Peru,0,0,NaN
Hadrians_Gate,2019-11-04 21:14:59,"If you earn  125,000 per year you will be taxed  242.29 extra per month.;;Over a 20 year period this equates to approx  60 ","Yorkshire, UK",0,0,NaN
bsuproperties,2019-11-04 21:14:59,Let's not get too far into November ... it's time for our October Jaw Dropping Performance from  and Uni ,"Muncie, IN",0,0,NaN
vrizz52,2019-11-04 21:15:00,Thankful to receive an offer from the Grambling State University  ,"Brooklyn, NY",0,0,NaN
AlbertaNPHA,2019-11-04 21:15:00,Funding cut to close Fort McMurray homeless shelter. Wood Buffalo Housing's Marshall House Emergency Homeless Shelt  ,"Alberta, Canada",0,0,NaN
StoryFutures,2019-11-04 21:15:00,"Still time to register for tomorrows 'design practice, immersive experiences, and making future places' event in Gl  ","Egham, South East",0,0,NaN
softgrasswalker,2019-11-04 21:15:00," And remember, the person profiled in this article had NO idea. Did not know A THING about it!;",NaN,0,0,NaN
tuscaloosanews,2019-11-04 21:15:00,"Tuesday will give the University of Alabama a true starting point for its postseason hopes, when the College Footba  ","Tuscaloosa, AL",0,0,NaN
BellElies,2019-11-04 21:15:00,"   Spanish... always trying to establish French jacobean system, using weapons. The equalit  ",Catalunya/Catalonia,0,0,1191436016172883970
will_wonho,2019-11-04 21:15:01,Wait.. I m about to do this at my campus  ;#MonbebeWontBackDown;# _ _ _  ;;,NaN,0,0,NaN
loserh0e,2019-11-04 21:15:01,absolutely ridiculous how this university hates survivors enough that someone had to install chanel miller s plaque inst ,NaN,0,0,NaN
angellbabeyy,2019-11-04 21:15:01,I want to be your sugar mummy. I do not want sex or nudes. First 100 people who reply and rt get $2000 to  Paypal #sug ,NaN,0,0,NaN
fred22lac,2019-11-04 21:15:02,Le titre devrait- tre &lt;des scientifiques manipul s dans toutes les sph res de notre soci t &gt;;Cessons de nous pr senter la ,NaN,0,0,NaN
RealKaylaJames,2019-11-04 21:15:02,Louis CK &amp; Harry Weinstein have sexually assaulted dozens of women and are out and about. ;;Ralph Northam &amp; Justin Tru ,United States,0,0,NaN
Jocibet,2019-11-04 21:15:02,"he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NaN,0,0,NaN
BubblyJaeB,2019-11-04 21:15:02,BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NaN,0,0,NaN
Slayer43304781,2019-11-04 21:15:02," I fail to see how you retweeting posts defending pedo art is ""out of context"". I have nothing against the  ",Hell,0,0,1191459758559113217
chisholmeric,2019-11-04 21:15:02,"Air-traffic control changes in U.S., Europe may force #Ottawa to buy new executive jets:  #Canada #avi ",NL,0,0,NaN
Latisha63313549,2019-11-04 21:15:02,"""Well, she's [Ms Yovanovitch] going to go through some things."" - trump ;Sounds like a threat to me;BBC News - Reca  ",NaN,0,0,NaN
haisey,2019-11-04 21:15:03,I ll be speaking at Zurich University this week. ,NaN,0,0,NaN
wynandbooysen,2019-11-04 21:15:03,Golang job: Senior Software Engineer [#Remote for US &amp; Canada ONLY] at Planet [] #RemoteWork  #golang #pyt ,South Africa,0,0,NaN
UICoachClark,2019-11-04 21:15:03,I had an amazing official visit at the university of Illinois this past weekend. Thank you  and  fo ,"Littyville, IL",0,0,NaN
zarazarazara_xo,2019-11-04 21:15:03,University really fucks with your mental health. Check on your friends. Some are really going through it and have no one to tal ,London,0,0,NaN
OnTheGoCBC,2019-11-04 21:15:03,Here's that forest carbon capture story I was just reading from on OTG: ,"St. John's, Newfoundland and L",0,0,NaN
NoahsArkCrew,2019-11-04 21:15:03,The ice used to protect them. Now their island is crumbling into the sea. ,LONDON,0,0,NaN
DC_TechEvents,2019-11-04 21:15:03,Thursday after next is the Cloud Security Alliance - #Washington #DC Metro Area meetup at Marymount University - Ba  ,"Washington, DC",0,0,NaN
pairsonnalitesN,2019-11-04 21:15:03,Fighting StigmaSerial fraudster 'forged au pair documents to steal children': Serial fraudster 'forged au pair d  ,Ireland | Scotland | Inuit |   | Skandinavien,0,0,NaN
Trey_VonDinkis,2019-11-04 21:15:04,   from Las Vegas and  from Canada are the  experts in NYC politics   ,I'm right here ...,0,0,NaN
amethystksj,2019-11-04 21:15:04,BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,Italy,0,0,NaN
PaxQuinn,2019-11-04 21:15:04,Can't be in Edmonton? Tune in via FB!  is live streaming keynote speakers during this weeks conference. ,Edmonton,0,0,NaN
GTGButch,2019-11-04 21:15:04,"I can only thank the man above, I m blessed to say I have received an offer from the University of Memphis   #901  ","Memphis, TN",0,0,NaN
eazy_kofi,2019-11-04 21:15:04,Don t be confused when you see the university #TwittaUniversity its a university but not a university ... I m not making sen ,Everywhere ,0,0,NaN
NBCNewYork,2019-11-04 21:15:05,"#RECALL: Mann Packing Co., Inc. announced the voluntary recall of a series of vegetable products sold to select ret  ","New York, NY",0,0,NaN
HerculesSLR,2019-11-04 21:15:05,Questions about Web slings? We have the answers...  #rigging #lifting #halifax  ,Canada,0,0,NaN
D1Prospect03,2019-11-04 21:15:05,Congrats to our very own 2020 F Cameron Stitt on his offer from High Point University! #GoSwarm #GoPanthers   ,basketball court,0,0,NaN
illini101458,2019-11-04 21:15:05,I had an amazing official visit at the university of Illinois this past weekend. Thank you  and  fo ,NaN,0,0,NaN
Azza_R14,2019-11-04 21:15:06,Very engaging workshops &amp; discussion by accomplished author  &amp; award-winning Agrologist  at 8th I ,Vancouver,0,0,NaN
Smills_,2019-11-04 21:15:06, BREAKING: Florida State University hires Trinity Christian Cedar Hill Offensive Coordinator Deion Sanders as next  ,D-Town,0,0,NaN
AllOffice_Space,2019-11-04 21:15:06,"Despite WeWork worries, four reasons co-working won't flame out in Canada ","Toronto, Ontario",0,0,NaN
ViRiYaBOT,2019-11-04 21:15:02,"Everyone loves the lobster story.  China tariffs Maine lobsters, Canada seizes the Chinese market.;;Do wonder though if Ca ",Internet,0,0,NaN
FayMagee,2019-11-04 21:15:06,This is fantastic! Aussie expats in Canada are sponsoring refugees from Manus Island and Nauru to begin new lives in Nth ,"Trentham, Victoria",0,0,NaN
butleru,2019-11-04 21:15:06,"At the last  home game, we recognized Dr. Jeremy Johnson for his outstanding contributions to Butler Uni  ","Indianapolis, IN",0,0,NaN
aahamidupindiga,2019-11-04 21:15:06,"  I did not make real friends in the University, I met brothers, I met Family, not that we don't ","Maiduguri Gombe, Nigeria",0,0,NaN
SothanJohana,2019-11-04 21:15:06,"Free Education University &gt;&gt; How to get grants for trade or vocational school, community colleges, or a university  ","Secaucus, NJ",0,0,NaN
franceschinian2,2019-11-04 21:15:07,"""While the rest of the world goes on producing more oil to meet the projected continued growth in demand, here in Canada ","Ontario, Canada",0,0,NaN
TheAUPlainsman,2019-11-04 21:15:07,Auburn University RAs impact the lives of college freshmen  ,"Auburn, AL",0,0,NaN
RVenezaCTV,2019-11-04 21:15:07,"Drago Knezevic, 59, was given a 10 year sentence minus 18 days credit after being found guilty of importing cocaine  ","Windsor, Ontario",0,0,NaN
wallyworlderca,2019-11-04 21:15:07,"Climate change appears to be fuelling a rise in people getting sick from food-borne illnesses in Canada and around the world, ",Armpit of Ontario Canada,0,0,NaN
EvaSiu21,2019-11-04 21:15:07,China s spokesman says that Canadian politicians  should know their place . Absolutely outrageous!  Cdn executives are dec ,NaN,0,0,NaN
goddessrosel,2019-11-04 21:15:07,"Are you desperate in need of money to meet your needs. First 30 people to like  and retweet will get $3,000 for shopping. DM ",NaN,0,0,NaN
GregGlasner,2019-11-04 21:15:07,Congratulations and thank you for your service,Live in Halifax NS,0,0,NaN
BarbaraMarie30,2019-11-04 21:15:08,WTF?? ;Canadian School District to Request  Sexual Orientation  of 4year Olds;Children as young as four will be request ,"California, USA",0,0,NaN
Jerry_Kidz,2019-11-04 21:15:08,University of Illinois has an awesome facility. The coaching staff was great  They took time out of their busy schedule and ,NaN,0,0,NaN
yooniimi,2019-11-04 21:15:08,"hate tweets like this. success is relative. your success could be going to university, getting your own place, getting a jo ",Italy,0,0,NaN
leaguehim,2019-11-04 21:15:09,Great unofficial visit at at University of Auburn   #GoTigers    ,United States,0,0,NaN
michkamieth,2019-11-04 21:15:09,"""During the campaign Mr. Kenney seemed very passionate about not decreasing AISH which has turned out to be a total broke ",Alberta,0,0,NaN
congressmafia,2019-11-04 21:15:09, Fundamental right?;What's getting land for Bennett University in Noida;at;THROWAWAY PRICE;N;becoming SP n Tonti ,Hyderabad,0,0,NaN
Pocaahontas,2019-11-04 21:15:09,THAT IS SO BEAUTIFUL  ;#MonbebeWontBackDown;# _ _ _ ;;,"Bras lia, Brasil",0,0,NaN
Yusuf_Dange,2019-11-04 21:15:09,Unemployment rate.;;S Africa: 29.0%;Nigeria: 23.1%;Turkey: 13.9%;Spain: 13.8%;Brazil: 11.8%;Italy: 9.5%;India: 8.5%;Fran ,United Kingdom,0,0,NaN
Rogue_Batgirl,2019-11-04 21:15:09,"Welcome to our home, Team Canada!  ",Pacific NW/Pittsburgh,0,0,NaN
Terican,2019-11-04 21:15:09,Saddened to see  departing as leader of the .  I honestly have to say I've never met a pers ,Sidney BC,0,0,NaN
UW_BL23,2019-11-04 21:15:09,Four-star 2021 Hawaii ILB reports UW offer. ,Brem/206,0,0,NaN
NVivobyQSR,2019-11-04 21:15:10,"Congratulations to Dr. Subhi Ashour, Programme Director for the University of Buckingham on becoming an #NVivo Certified Expert. ",Worldwide,0,0,NaN
waketyhs,2019-11-04 21:15:10,Nov 4th: 15th day of Saha Mortezai's sit-in at university campus in protest to being denied #PhD enrolment because of her ,NaN,0,0,NaN
DanielHuculak,2019-11-04 21:15:10,A group of Conservative-leaning senators are planning to create a caucus that can represent western Canada after Justi ,"Calgary, Alberta",0,0,NaN
anthonybayss,2019-11-04 21:15:10,For my Aussie mates in CA and US: help resettle refugees from Manus and Nauru in the US and Canada.;Ads-Up Aussie/US Refugee N ,Australia,0,0,NaN
biyoekonomi_ing,2019-11-04 21:15:10,"Technological pathways, regional cooperation, budget strategy, policy framework, R&amp;D and Metrics &amp; Monitoring are the key "," zmir, T rkiye",0,0,NaN
_KaylabeVibin,2019-11-04 21:15:10,"MISSING PERSON: Alexis Crawford, a student at Clark Atlanta University, was reported missing Oct. 30, 2019. Her family i ",Atlanta ,0,0,NaN
BriManSilva,2019-11-04 21:15:11,Hundreds of angry white people in Alberta really want to separate from Canada  #Canada #Alberta #Wexit h ,Canada,0,0,NaN
PalamecianPal,2019-11-04 21:15:11,"   ;If you want to go to Canada, that is. :);Also, it's  ",Canada,0,0,1191461553910009856
ELVN__,2019-11-04 21:15:11,"Y all please , share, and like this picture of this young lady, her name is Alexis Crawford! She attends Clark Atlanta Univ ",201 ,0,0,NaN
Ello4timo,2019-11-04 21:15:11,Since Rema is bigger than Olamide...;;Fireboy is Bigger than Davido;;Mayorkun is bigger than Don Jazzy;;Crayon is Bigger ,"Kampala, Uganda",0,0,NaN
KieserBill,2019-11-04 21:15:11,  Next election:;1) the economy will be in much worse shape (global recession coming - Canad ,Canada,0,0,NaN
Sosdawg33,2019-11-04 21:15:12,Blessed to have received my first offer from Trinity International University #Trojans4Christ ,"Akron, OH",0,0,NaN
PaxQuinn,2019-11-04 21:15:12," Drugs are drugs. Rationalizing which ones are good and which are bad is simply not productive.  Dr. Eileen de Villa, callin ",Edmonton,0,0,NaN
UweNess,2019-11-04 21:15:12," Fu note zum Tweet;Erick V. S. Motta et al: ""Glyphosate perturbs the gut microbiota of honey bees"" Department o ",BER__ __LIN,0,0,NaN
Thrivingwdisabl,2019-11-04 21:15:12,Louis CK &amp; Harry Weinstein have sexually assaulted dozens of women and are out and about. ;;Ralph Northam &amp; Justin Tru ,"New Jersey, USA",0,0,NaN
NicsterComms,2019-11-04 21:15:12,"Love this story. James, who does lots of fundraising for the  after his own life-threatening brain inj  ",Liverpool,0,0,NaN
ashmariejpg,2019-11-04 21:15:12,MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,Daydreamin,0,0,NaN
HenryBloggins,2019-11-04 21:15:12,yes you really are.,NaN,0,0,NaN
UHLearnAbroad,2019-11-04 21:15:13,5 First-Generation college students at UH will be selected to get a FREE University of Houston Padfolio and a FREE Suit Re ,"E. Cullen Building, Room 105",0,0,NaN
RaeofSunshine79,2019-11-04 21:15:13,"The ARCH Blog explores topics on Disability law, legal practice, and anything in between. Sign-up at ","Calgary, Alberta",0,0,NaN
wesleybehan,2019-11-04 21:15:13, It s a black and red team Canada jersey not a devils jersey. Cmon man.,Vancouver,0,0,1191069354797912064
CdnWaterNetwork,2019-11-04 21:15:13,"Predict, secure &amp; respond.  describes an emerging shift in communities across Canada with regard to flood mitigation. #NWWC2019","Waterloo, ON, Canada",0,0,NaN
vbrs4404,2019-11-04 21:15:14,"Libs are expanding govt, insulting/punishing entrepreneurs, discouraging investors, increasing taxes &amp; costly red tape, wast ","Calgary, Alberta",0,0,NaN
velianaylor,2019-11-04 21:15:14,Is the communist hammer slowly dropping on Canada? The mob voted for it...sadly... ,NaN,0,0,NaN
FYItwentyfour7,2019-11-04 21:15:14,The govt is now denying ever having been consulted by the Wilfrid Laurier University academic who created the controve ,NaN,0,0,NaN
adrienblanc,2019-11-04 21:15:14,Looking for an expert on #HongKong who would like to give me a rundown of the district electoral map. DMs or mugoli.samba ,"Victoria, British Columbia",0,0,NaN
koreanscholars,2019-11-04 21:15:14,"Myongji University is a private university located at Seoul, the capital of South Korea!  ",NaN,0,0,NaN
franceschinian2,2019-11-04 21:15:15,"Despite the fact that dozens of ISIS members are currently roaming freely within our country, very few of them have be ","Ontario, Canada",0,0,NaN
ProudCDN1,2019-11-04 21:15:16,"Despite the fact that dozens of ISIS members are currently roaming freely within our country, very few of them have be ",NaN,0,0,NaN
memevingativa,2019-11-04 21:15:16,BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,M   ,0,0,NaN
lassiter1550,2019-11-04 21:15:16,And blackfaces brother?;Making government propaganda films for the Iranians (proven to be sponsors of terrorist att  ,YYC,0,0,NaN
lucioluciani,2019-11-04 21:15:16,Unemployment rate.;;S Africa: 29.0%;Nigeria: 23.1%;Turkey: 13.9%;Spain: 13.8%;Brazil: 11.8%;Italy: 9.5%;India: 8.5%;Fran ,Guidonia (Roma),0,0,NaN
Terican,2019-11-04 21:15:16,Sending respect and appreciation to  for her contributions as leader of Canada s Green Party. We haven t always ,Sidney BC,0,0,NaN
MegW613,2019-11-04 21:15:16,Thanks to the city of Ottawa and all the fans! Wouldn t of been the season it was without you  !!! Now time to get h ,Unceded Algonquin Territory,0,0,NaN
jababoiPablo,2019-11-04 21:15:16,The Christian in the fourth school is silent,Nigeria,0,0,NaN
liveandlovej00n,2019-11-04 21:15:16,"hate tweets like this. success is relative. your success could be going to university, getting your own place, getting a jo ",Hopeless Fountain Kingdom,0,0,NaN
2dratbil,2019-11-04 21:15:16,  What's so hard to understand about some people are more equal than others?  Quebec has alwa  ,NaN,0,0,1191424261426163719
SAMIAMFISH,2019-11-04 21:15:17,YUGE!!! ,NaN,0,0,NaN
CJPME,2019-11-04 21:15:17,"Very cool! Palestine-Canadian poet Nyla Matuk () featured in Montreal Review of Books for her anthology ""  ",Canada,0,0,NaN
LJKawa,2019-11-04 21:15:17,"Everyone loves the lobster story.  China tariffs Maine lobsters, Canada seizes the Chinese market.;;Do wonder though if Ca ",646.698.3432,0,0,NaN
JasonGmongendjo,2019-11-04 21:15:17,"  Chutes du Niagara #IronScow - Un bateau, coinc  depuis un si cle entre les   tats-Unis et le Canada,   la d rive. ",NaN,0,0,NaN
TorstranBubbly,2019-11-04 21:15:17, Canada doesn t want him back.,"London, UK",0,0,1191403799144849408
PaulVCassidy3,2019-11-04 21:15:17,1: AMERICAN $: (North: Latino-Mexico-USA-Canada) (South: Columbia Venezuela Paraguay Uruguay Argentina Brazil Peruv  ,NaN,0,0,1191462848712642560
BernerBob,2019-11-04 21:15:18,Huge ovation for    as he arrives with his wife Jane at Williams Arena at University of Mn ,Visalia,0,0,NaN
angellbabeyy,2019-11-04 21:15:18,NaN,NaN,0,0,NaN
ImAResistaSista,2019-11-04 21:15:18,"Trump has retweeted Jack Posobiec, pictured earlier with Richard Spencer, who praised Spencer in tweets years ago before del ",Alderaan,0,0,NaN
LSCNorthHarris,2019-11-04 21:15:18,Tomorrow is the day to get all your questions answered about the University of Houston Downtown! ,"Houston, TX",0,0,NaN
cd_fuller,2019-11-04 21:15:18,them: affordable public healthcare for everyone is impossible;me: what about canada?;them: no contradiction. canada is als ,HOU,0,0,NaN
facelessmax,2019-11-04 21:15:18,"Now that the dust has settled in Canada, regional alienation with the Liberal govt, threatens to again make the resurgence of ",NaN,0,0,NaN
AnarchistPunkDa,2019-11-04 21:15:18, Scarier is that it's a sign that democracy has totally failed Canada. The other provinces depend on AB re ,"Ontario, Canada",0,0,NaN
alex_mark97,2019-11-04 21:15:19,"President Reed apologizes to university Public Safety officers after two were recently called the n-word. ""We do see you, ","Philadelphia, PA",0,0,NaN
LindaSN0228WI,2019-11-04 21:15:19,"he's just going to keep going to various sporting events until he gets cheered, isn't he? ","Wisconsin, USA",0,0,NaN
ubcSPPGA,2019-11-04 21:15:19,SPPGA Professor  speaks to the #OceanCanada Initiative and the vital role of #Canada in addressing  ,"Vancouver, Canada",0,0,NaN
xchelsxannex28,2019-11-04 21:15:19,the way absolute strangers wanna disrespect teenage girls online just because we're young women excited about music....... ,*~who the hell am i?~*,0,0,NaN
monstanoel,2019-11-04 21:15:19,Uni...unify monsta x ! Sounds good lol.;#MonbebeWontBackDown;# _ _ _ ; ,NaN,0,0,NaN
TIMBYfive10,2019-11-04 21:15:19,Sneak peak of what to expect  exhibition opening for # badakone this Thursday Nov 7 5 pm. Transformi  ,NaN,0,0,NaN
XR_YYC,2019-11-04 21:15:19,"While Canada dithers, England has convened a citizen's assembly on the climate crisis. The citizens will give direction ",Calgary,0,0,NaN
abel_casas3,2019-11-04 21:15:19,Enter now for your chance to win a pair of tickets to see the Texas Longhorns play against the Kansas State University ,"Kingsville, TX",0,0,NaN
briexhunter,2019-11-04 21:15:20, Just put aside as much as you can each month. Most of the time the govt will allow you to do a payment p  ,NaN,0,0,1191388605652127744
Keedieee7,2019-11-04 21:15:20,She s around 5 5. 140lbs. Brown eyes. If you know anything CALL THE POLICE ! ,"New Orleans, LA",0,0,NaN
fordkso,2019-11-04 21:15:20,BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NaN,0,0,NaN
Adrillaaaa_,2019-11-04 21:15:20,We need a performance at Lincoln University of MO ,"Phoenix, AZ",0,0,NaN
FromC2C2C,2019-11-04 21:15:21, reads every piece of legislation that is tabled and works across the aisle with all sides. A highly respected ,BC Canada,0,0,NaN
LakesPlace,2019-11-04 21:15:21,"If I was Alberta a  provice in Canada s Confederation and was treated the way they have been treated,I would want out as we ","Southern Alberta, ",0,0,NaN
_ssws,2019-11-04 21:15:21, ,NaN,0,0,NaN
amp6,2019-11-04 21:15:22,Lawyer argues Canada has an obligation to both ensure the US continues to qualify as a safe country for refugees an  ,NaN,0,0,1191454069786923008
laurenn_77,2019-11-04 21:15:22,University really fucks with your mental health. Check on your friends. Some are really going through it and have no one to tal ,cwmbran // derby,0,0,NaN
no_nchalant,2019-11-04 21:15:22,Don t be confused when you see the university #TwittaUniversity its a university but not a university ... I m not making sen ,near you,0,0,NaN
MaebeplaysSims,2019-11-04 21:15:22,6. Take me to Australia and just leave me there forever please. I may accept Canada too. ;Just let me leave the states ,"Mississippi, USA",0,0,1191445069347377153
ClimateDuncan,2019-11-04 21:15:23,"Welcome to the 13th edition of #LegoMyVote!  Today, we're looking at Canada's 2019 federal election. We'll start with the popul ","Ottawa, Canada",0,0,NaN
ConnorJ98x,2019-11-04 21:15:23, Bargain   can t wait for all this Labour Party bullshit to be shown as just as bad a tories,NaN,0,0,NaN
haliwell51,2019-11-04 21:15:23,  The US should buy canada and govern it to be prosperous,NaN,0,0,1191461573430251528
eddiefcoffey,2019-11-04 21:15:23,"RECALL ALE US &amp; CANADA;;The Mann Packaging Co;""Best If Enjoyed By"" date of Oct 11 - Nov16, 2019 ;;Pkged vegetables sold u ","Above ground, for now.",0,0,NaN
STMLawClass,2019-11-04 21:15:23,"New Supreme Court Canada Justice has been sworn in, but who is Nicholas Kasirer and what are his accomplishments? Watch thi ","Hamilton, ONTARIO",0,0,NaN
h0slay,2019-11-04 21:15:24,"""our university has so many resources so there's no reason for you not to succeed"" ;;the resources: "," oncord,  alifornia",0,0,NaN
EatMyShrtsSprts,2019-11-04 21:15:24,University of Illinois has an awesome facility. The coaching staff was great  They took time out of their busy schedule and ,"Chicago, IL",0,0,NaN
BCRHNetwork,2019-11-04 21:15:24,"Hard copies of our letters to all 338 members of the 43rd Parliament haven't even arrived yet; nevertheless, MPs are already ",NaN,0,0,NaN
StellaBloc,2019-11-04 21:15:24,"Molotovs, stones and tear gas outside the #Greek parliament in #Athens, during student protests against the government new educ ",NaN,0,0,NaN
newsmanbluesman,2019-11-04 21:15:24, Please continue to push against this inane movement. All of us who live in Alberta and believe in Canada  ,Calgary,0,0,1191069749008117762
Eugenio58974995,2019-11-04 21:15:24,  Hi there Eugenio You're welcome to apply with international qualifications but we do suggest chec ,NaN,0,0,NaN
marissa_hampton,2019-11-04 21:15:25,"#RECALL: Mann Packing Co., Inc. announced the voluntary recall of a series of vegetable products sold to select retailers i ",NaN,0,0,NaN
RainbowRightCdn,2019-11-04 21:15:25,"No, YOU are wrong. I don t care that she was good at answering journalists  phone calls or that she hung around a long t ",Canada,0,0,NaN
francisfama,2019-11-04 21:15:25,A research group at the University of Calgary in Canada currently has an MSc/PhD scholarship with funding available. ;;If ,"Lagos, Nigeria",0,0,NaN
sicrisostomo,2019-11-04 21:15:25,And all the studies on this show that they are an investment. ,"Belo Horizonte, Brasil",0,0,NaN
Terican,2019-11-04 21:15:26,Thank you  for your leadership. You have done extraordinary work sounding the #ClimateEmergency alarm in Canad ,Sidney BC,0,0,NaN
ath_helen,2019-11-04 21:15:26,Alberta - Canada ..... Sweet Dreams Twitter Friends   , Hellas (Greece) ,0,0,NaN
JohnnyTrujillo1,2019-11-04 21:15:26,  Muy buena duplaaa. ,ESPN. 1050 Express nyork,0,0,NaN
nash_bernie,2019-11-04 21:15:26,We do not have the infrastructure in place to handle the immigration this Liberal government wants to continue. From hos ,NaN,0,0,NaN
alex_mark97,2019-11-04 21:15:26,"The Hawk will be live tweeting today s University Forum on diversity, equity and inclusion starting at 2 p.m. ","Philadelphia, PA",0,0,NaN
Irish_Boh_Packs,2019-11-04 21:15:27,Jill and Chris Davis have donated $3 million to University of Maryland Children s Hospital for a state-of-the-art pediatri ,"Baltimore, MD",0,0,NaN
laurengolosky,2019-11-04 21:15:27,"As #TaintedH20 investigations are rolled out in your province today, by    &amp; others, remember that ","Regina, Saskatchewan",0,0,NaN
AnAverageLife88,2019-11-04 21:15:27,Its that tiiime! Get your sign ups in before the cap. #TBTBsanta is one of my fav xmas events  ,"South West, England",0,0,NaN
sexualallure,2019-11-04 21:15:27,MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,"Texas, USA",0,0,NaN
Brett_Hudson,2019-11-04 21:15:27,"Tuesday will give the University of Alabama a true starting point for its postseason hopes, when the College Football P ","Tuscaloosa, AL",0,0,NaN
Elphrat,2019-11-04 21:15:27,Sixty-four university professors devise an alternate universe where everything is praying mantiss.,"Sydney, New South Wales",0,0,NaN
CabinetComms,2019-11-04 21:15:28,Congratulations to  on hosting a successful event - the Dominion Diamond Blue Collar Gala over the weekend  ,Northwest Territories,0,0,NaN
Tokyoxaax,2019-11-04 21:15:28,"Elizabeth May quits as Green Party leader, but will stay as party's parliamentary leader. Names Jo-Ann Roberts, who lost bid ",Canada,0,0,NaN
devonunger,2019-11-04 21:15:28,Official photo of the nine current judges of the Supreme Court of Canada. #SCC #SCCJudge ,"Morgantown, WV",0,0,NaN
nouncify,2019-11-04 21:15:29,For my Aussie mates in CA and US: help resettle refugees from Manus and Nauru in the US and Canada.;Ads-Up Aussie/US Refugee N ,NaN,0,0,NaN
vbrs4404,2019-11-04 21:15:29,With great appreciation extended to the eco-alarmists who have terrorized Canada s energy industry and abused our governm ,"Calgary, Alberta",0,0,NaN
TepichinArthur,2019-11-04 21:15:29,I m looking forward to interacting with student questions at this event alongside   Tonight ,NaN,0,0,NaN
kihyunisanangel,2019-11-04 21:15:29,BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,changki  ,0,0,NaN
philipmhoward,2019-11-04 21:15:30,"Been there, done that, eh , ? #NSfilmJobs #SupportNSfilm; Alberta  ",Canada,0,0,NaN
JaniceSumpton,2019-11-04 21:15:31,"To celebrate National Pain Awareness Week, the  Society is sponsoring a live tweet-chat on Wednesday, Nov 6th 8- ","London, Ontario",0,0,NaN
chrisoldcorn,2019-11-04 21:15:31,"Hardworking, Low #Unemployment, Low #Crime DEPO THEM | Christopher Oldcorn on #Patreon - via  #blog  ",NaN,0,0,NaN
Oh_So_T,2019-11-04 21:15:31,  All about my top tips for uni and getting that First! ,"Manchester, England",0,0,1191445006659145728
MsCocoDavi,2019-11-04 21:15:31,CANADA GOOSE HAS BLOOD ON ITS HANDS.;;Coyotes and geese are killed before becoming fur trim or down filling used for the company ,United States,0,0,NaN
MarywoodU_AAF,2019-11-04 21:15:31,Join us for Advocacy day on November 6th at Marywood University from 9 a.m. to 7 p.m..  Advocacy day is dedicated t  ,NaN,0,0,NaN
KatePens,2019-11-04 21:15:32,"This is humanity. There is still so much good out there.;""In just over 13 hours, Foster s post had racked up more t  ",near coffee,0,0,NaN
GorillaWarfare7,2019-11-04 21:15:33,cultural impact:;;  ;  ;  ;  ;  ;   ;  ;  ;           _____________ ,"Dallas, TX",0,0,NaN
