User Name,Time,Tweet,User Location,Retweeted Count,Favorited Count,Replied
SHEFMAN321,2019-11-04 14:44:17,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,"Lagos, Nigeria",164,0,NaN
UniLUISS,2019-11-04 14:44:17," Social science are evolving, but what direction are they leading us in? We need to drive this change, dealing with  ",Roma,2,3,NaN
hansnotdead1,2019-11-04 14:44:13,    That university education is showing through. Nice.,NaN,0,0,1191364949504864257
TxLonghornPride,2019-11-04 14:44:09,Welcome to week 11 of grad school classes (@ Texas State University - Round Rock Higher Education Center in Round R  ,"austin, Tx",0,0,NaN
Edith31636485,2019-11-04 14:44:04,It's #pathologyweek &amp; we're celebrating our  e-learning platform. It provides microscopy educati ,NaN,8,0,NaN
hannytalker,2019-11-04 14:43:59,admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education:  ,Nigeria,164,123,NaN
EdnaKanyesigye,2019-11-04 14:42:04,"Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ","Kampala, Uganda",55,0,NaN
nunoachenriques,2019-11-04 14:41:16,"Very exciting to be part of this project,  leading  part of UNITE consortium that kicks off today in  ",NaN,3,0,NaN
big_tenda,2019-11-04 14:40:49,Helen Since when are quotas anti-merit?;;If the minister of education were to order racist universities such as UFS &amp; ,South Africa,23,0,NaN
BuffaloSoldierA,2019-11-04 14:40:42,"Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ",NaN,55,0,NaN
progright,2019-11-04 14:40:39,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,"Ontario, Canada",21,0,NaN
Milindsingh19,2019-11-04 14:39:26,Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,India,20,0,NaN
jiiiiiirard,2019-11-04 14:39:13,"Come one, come all. Huawei invites you to their event: Huawei Connected Campus, as they aim to bring technology closer to the s ",ADR,20,0,NaN
Brian3Hoof,2019-11-04 14:39:11,Excited to announce that I will be continuing my education and golf career at Taylor University!!  Can t wait to see what the L ,NaN,27,0,NaN
MaiOpine,2019-11-04 14:38:38,"The generous Tories are targeting poorer voters without university degrees who voted Brexit, by promising a  155 million boo ","England, UK, EU, Planet Earth",19,0,NaN
MariComIR,2019-11-04 14:38:31, inks LOI with  Organics International Inc. to create cannabis education content in Germany. ,"Montreal, Qu bec",1,0,NaN
aktdxt,2019-11-04 14:38:08,Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,"Mumbai, India",20,0,NaN
AzanianMose,2019-11-04 14:37:59," But Socialism failed, the USSR collapsed and you still expect free education. In fact why is it that UCU  ",NaN,0,0,1191215372382482432
dianneathome,2019-11-04 14:37:12,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,NaN,21,0,NaN
WoltmanLilly,2019-11-04 14:37:07,Both in the advancement of academic pursuits and outside of the university to the greater public. I believe higher  ,NaN,0,0,1191363033576214528
SouthShoreEric,2019-11-04 14:36:56,"Tech Talk at Tufts Nov 18, 6-8pm, on how #Innovation, #Engineering + #ProductMgmt collaborate to bring products to  ","Boston, MA",0,0,NaN
highjobs,2019-11-04 14:36:54,Supported Learning Programme Support Worker (Modern Apprentice Social Services &amp; Healthcare) with West Highland Col  ,"Scotland, United Kingdom",0,0,NaN
Shivangrajput6,2019-11-04 14:36:43,Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,"New Delhi, India",20,0,NaN
VisionColeco,2019-11-04 14:36:34,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",3 of the hottest action scenes,154,0,NaN
ThinkingNorth,2019-11-04 14:36:30, inks LOI with  Organics International Inc. to create cannabis education content in German  ,"Toronto, Ontario",1,2,NaN
BarrieFriel,2019-11-04 14:36:11,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,Ottawa,21,0,NaN
yggmakerere,2019-11-04 14:35:30,"Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ","Kampala, Uganda",55,0,NaN
kamalkashyap_,2019-11-04 14:35:28,Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,"Guwahati, India",20,0,NaN
SabrinaMcnew,2019-11-04 14:35:27,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",NaN,154,0,NaN
_candicegarcia,2019-11-04 14:34:38,A  student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"San Antonio, TX",26,0,NaN
mdprovan,2019-11-04 14:34:37,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,NaN,21,0,NaN
joanmenah,2019-11-04 14:34:03,"Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ",Kampala,55,0,NaN
NearLifeTech,2019-11-04 14:33:41,Great innovation from  launching a new immersive training room as part of its Adult Nursing programme  ,"North West, England",0,2,NaN
Girl_Clicks,2019-11-04 14:33:17,Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,"Nagaon, Assam, India",20,0,NaN
Razza512,2019-11-04 14:33:17,"Very disappointing for us,;17000 candidates out of 22000 failed in sindh University Jamshoro entry test for 2k20;&amp; some s ","Karachi, Pakistan",1,0,NaN
chrisgb002000,2019-11-04 14:32:55,A  student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,Clovis/Germany/Cali/Austin,26,0,NaN
Vestige_Rabbani,2019-11-04 14:32:37,The top 10 countries for future skills education;;1. Finland;2. Switzerland;3. New Zealand;4. Sweden;5. Canada ,india,293,0,NaN
eramshaw,2019-11-04 14:32:33,A  student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"Austin, TX",26,0,NaN
WLee4,2019-11-04 14:32:08,"""Former staff members say they were instructed to downplay the number of domestic violence cases by not creating a record for s ",NaN,2,0,NaN
JanStetic,2019-11-04 14:31:50,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,NaN,21,0,NaN
NeoliberalHE,2019-11-04 14:31:49,New post: PERSPECTIVES: At Michigan State:  Made a Thousand Times Worse by Misdirection and Mismanagement from the T ,"Michigan, USA",0,1,NaN
GentlyHeretical,2019-11-04 14:31:30,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,"Ontario, Canada",21,0,NaN
MirvaHeikkila,2019-11-04 14:30:51,Greetings from #haemeenlinna    final seminar! University or university of applied sc  ,NaN,0,10,NaN
zeekness,2019-11-04 14:30:30,"""Millions of US university students are deeply in debt from student loans taken to finance their education - all while t ",los angeles,6,0,NaN
SokaAdmissions,2019-11-04 14:30:27,"Our last Lions Roar is this coming Saturday!;At Lions Roar, you will have a taste of life at Soka University. Where  ","Aliso Viejo, CA",1,1,NaN
hajiahmedkater2,2019-11-04 14:30:27,"Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ",NaN,55,0,NaN
CivicLilly1,2019-11-04 14:30:21,"Predictably, every media outlet is incorrectly reporting that yesterday s HE participation data means that  half of young ",Scotland,2,0,NaN
dealsoftakis,2019-11-04 14:30:16,"Free Education University - How to find scholarships and grants specifically tailored to your personality type, hob  ",United States,0,0,NaN
DVNLiberals,2019-11-04 14:30:14,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,NaN,21,0,NaN
KhanDH90,2019-11-04 14:29:52,"A student at Bolan Medical University suspended for 8 months because he entered office of registrar without permission, af ",Karachi,80,0,NaN
NDUFoundation,2019-11-04 14:29:50,"ICYMI: Joint Force Quarterly 94 (3rd Q, July 2019)  NDU Press produces Joint Force Quarterly  ","Ft. McNair, Washington, DC",0,0,NaN
ClintonSaysSo,2019-11-04 14:29:34,"Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ","Kampala, Uganda",55,0,NaN
MasMarieChrist1,2019-11-04 14:29:33,Building UAE's data science knowledge  ,NaN,2,0,NaN
MEPower10,2019-11-04 14:29:21,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,"Toronto, Ontario",21,0,NaN
MsRRoach,2019-11-04 14:28:41,Human rights commission launches public inquiry into reading levels in Ontario | CBC News ,TORONTO,6,0,NaN
ESPNMichele,2019-11-04 14:28:02,Did the University of Texas go easy on the Texas Cowboys after a night of hazing and a student s death? ,"Chicago, IL",19,0,NaN
OpenAccessGov,2019-11-04 14:28:00,"Eugenia Etkina, Distinguished Professor of Science #Education at Rutgers The State University of New Jersey, contin  ",NaN,0,1,NaN
RandomnesInnate,2019-11-04 14:27:47,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-secondar ,Canada,21,0,NaN
UAENews,2019-11-04 14:27:37,Building UAE's data science knowledge  ,United Arab Emirates,2,2,NaN
MatthewJelalian,2019-11-04 14:27:28,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",NaN,154,0,NaN
amegpie,2019-11-04 14:27:12,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",Salt Lake City,154,0,NaN
BCouncillor,2019-11-04 14:26:49,McMaster University - McMaster continues to contribute to setting a new direction for the Hamilton A...  ,NaN,0,1,NaN
robroc,2019-11-04 14:25:59,This isn't to say that we were wrong to look for these campaigns. It's amazing that so many resources were devoted  ,"Montr al, Qu bec",0,0,1191360946964447233
anxious_maria,2019-11-04 14:25:44,A  student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"Austin, TX",26,0,NaN
GuelphFHT,2019-11-04 14:25:05,It's #FallsPreventionMonth. Did you know that 1 in 3 people over the age of 65 are falling each year? There are loc  ,"Guelph, Ontario",0,0,NaN
ShireenGhorbani,2019-11-04 14:24:56,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ","Salt Lake City, UT",154,0,NaN
chrisoldcorn,2019-11-04 14:24:14,#Creation Scientists?   Christopher Oldcorn;;#blog #essay #religion #christianity #church #Genesis #news #education  ,NaN,0,1,NaN
ahsanali0551,2019-11-04 14:23:55,A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,Mandi Bahauddin,116,0,NaN
Prof_GD_Foster,2019-11-04 14:23:55,"Dear  ;can we change this incorrect headline.  We are NOT 'angry', we are fecking FURIOUS !!  #UCU  ",Bristol  (origins Norn Iron),0,2,NaN
OntLiberal,2019-11-04 14:23:08,Conservative cuts to OSAP mean fewer students will graduate from our programs.;;We need to broaden access to post-  ,"Ontario, Canada",21,29,NaN
onanspurtzonu,2019-11-04 14:22:59,"THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",TROLLEY SQUARE DUMPSTER,154,0,NaN
JimVertuno,2019-11-04 14:22:53,A  student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"Austin, Texas",26,0,NaN
jaredObrien17,2019-11-04 14:22:50,Join University Housing Services TONIGHT for the Latino Cultural Dinner. Soledad O'Brien will tell stories from her pe ,"Normal, IL",3,0,NaN
beth_torsell,2019-11-04 14:22:45,"Paula White is to religion what Trump University was to higher education:  a fraud.;;Paula White, Newest White House Aide, Is a ",NaN,6223,0,NaN
PromiseRamosha1,2019-11-04 14:22:41,"The First PhD Student in Bulwini Village registered with the Tshwane University of Technology, Cooked by the University o ",NaN,1,0,NaN
forestcita,2019-11-04 14:22:23,It's #pathologyweek &amp; we're celebrating our  e-learning platform. It provides microscopy educati ,"Aberdeen, Scotland",8,0,NaN
DrVEvansWinters,2019-11-04 14:22:13,"I love my work, because of these moments right here!! Thank you Dean  and University of Pittsburgh S  ",Midwest,0,7,NaN
ManMetAlumni,2019-11-04 14:21:58,"""I don't think I would have got this opportunity from anywhere else."";;Through #McrMetFirstGen we're giving young people lik ",Manchester,7,0,NaN
kenneth22881680,2019-11-04 14:21:57,"Are you fricking kidding me with this? Scheer violated repeatedly violated provision in Section 91, which criminalizes an ",NaN,7,0,NaN
OttawaNewsToday,2019-11-04 14:21:39,Canadian Armed Forces Paid Education PlanvariableApplications accepted throughout the yearThe Canadian Armed Forces (CAF) ,Earth.,3,0,NaN
_StudentAffairs,2019-11-04 14:20:57,Join University Housing Services TONIGHT for the Latino Cultural Dinner. Soledad O'Brien will tell stories from her  ,Illinois State University,3,9,NaN
usdatascience,2019-11-04 14:20:46,"JET would like to congratulate Teboho Lekwene on his Bachelor of Social Science, majoring in Psychology &amp; Sociology. He ",United States,1,0,NaN
